Date,TotalDemand [kWh],Period01 [kWh],Period02 [kWh],Period03 [kWh],Period04 [kWh],Period05 [kWh],Period06 [kWh],Period07 [kWh],Period08 [kWh],Period09 [kWh],Period10 [kWh],Period11 [kWh],Period12 [kWh],Period13 [kWh],Period14 [kWh],Period15 [kWh],Period16 [kWh],Period17 [kWh],Period18 [kWh],Period19 [kWh],Period20 [kWh],Period21 [kWh],Period22 [kWh],Period23 [kWh],Period24 [kWh],Period25 [kWh],Period26 [kWh],Period27 [kWh],Period28 [kWh],Period29 [kWh],Period30 [kWh],Period31 [kWh],Period32 [kWh],Period33 [kWh],Period34 [kWh],Period35 [kWh],Period36 [kWh],Period37 [kWh],Period38 [kWh],Period39 [kWh],Period40 [kWh],Period41 [kWh],Period42 [kWh],Period43 [kWh],Period44 [kWh],Period45 [kWh],Period46 [kWh],Period47 [kWh],Period48 [kWh],Period49 [kWh],Period50 [kWh],Period51 [kWh],Period52 [kWh],Period53 [kWh],Period54 [kWh],Period55 [kWh],Period56 [kWh],Period57 [kWh],Period58 [kWh],Period59 [kWh],Period60 [kWh],Period61 [kWh],Period62 [kWh],Period63 [kWh],Period64 [kWh],Period65 [kWh],Period66 [kWh],Period67 [kWh],Period68 [kWh],Period69 [kWh],Period70 [kWh],Period71 [kWh],Period72 [kWh],Period73 [kWh],Period74 [kWh],Period75 [kWh],Period76 [kWh],Period77 [kWh],Period78 [kWh],Period79 [kWh],Period80 [kWh],Period81 [kWh],Period82 [kWh],Period83 [kWh],Period84 [kWh],Period85 [kWh],Period86 [kWh],Period87 [kWh],Period88 [kWh],Period89 [kWh],Period90 [kWh],Period91 [kWh],Period92 [kWh],Period93 [kWh],Period94 [kWh],Period95 [kWh],Period96 [kWh]
02-Apr-2019,68040,660.96,655.2,658.08,659.52,660.96,663.84,652.32,655.2,646.56,656.64,663.84,653.76,655.2,643.68,646.56,660.96,652.32,646.56,648,645.12,655.2,665.28,678.24,682.56,686.88,682.56,673.92,672.48,702.72,728.64,717.12,724.32,743.04,745.92,728.64,724.32,735.84,734.4,738.72,750.24,763.2,760.32,745.92,764.64,766.08,766.08,771.84,767.52,756,745.92,745.92,750.24,737.28,753.12,745.92,751.68,748.8,738.72,777.6,763.2,754.56,770.4,773.28,773.28,761.76,766.08,763.2,756,754.56,760.32,757.44,754.56,725.76,720,718.56,711.36,707.04,695.52,702.72,695.52,699.84,695.52,692.64,685.44,688.32,681.12,676.8,679.68,669.6,669.6,671.04,665.28,672.48,665.28,662.4,666.72
03-Apr-2019,71493.12,659.52,656.64,665.28,666.72,673.92,665.28,665.28,665.28,658.08,656.64,653.76,646.56,645.12,642.24,636.48,637.92,642.24,640.8,648,642.24,663.84,656.64,678.24,673.92,665.28,686.88,681.12,681.12,708.48,707.04,708.48,722.88,740.16,748.8,760.32,761.76,766.08,774.72,767.52,773.28,776.16,770.4,768.96,783.36,812.16,832.32,832.32,812.16,813.6,815.04,823.68,822.24,829.44,815.04,810.72,813.6,828,848.16,848.16,846.72,836.64,830.88,835.2,835.2,829.44,832.32,830.88,836.64,832.32,832.32,826.56,835.2,802.08,792,784.8,776.16,767.52,754.56,756,758.88,756,756,751.68,747.36,740.16,735.84,728.64,724.32,712.8,712.8,714.24,708.48,717.12,745.92,696.96,662.4
04-Apr-2019,68960.16,645.12,636.48,640.8,640.8,645.12,633.6,635.04,649.44,642.24,646.56,639.36,646.56,639.36,645.12,642.24,646.56,637.92,645.12,643.68,652.32,655.2,650.88,662.4,671.04,665.28,686.88,688.32,682.56,705.6,707.04,709.92,714.24,732.96,744.48,734.4,735.84,738.72,721.44,725.76,725.76,764.64,756,761.76,766.08,758.88,761.76,763.2,756,761.76,757.44,763.2,761.76,771.84,780.48,777.6,771.84,766.08,784.8,856.8,829.44,819.36,812.16,815.04,820.8,832.32,817.92,817.92,820.8,817.92,815.04,815.04,812.16,784.8,783.36,799.2,750.24,715.68,724.32,721.44,718.56,711.36,704.16,698.4,701.28,679.68,681.12,675.36,665.28,660.96,656.64,662.4,659.52,655.2,648,653.76,649.44
05-Apr-2019,68496.48,652.32,646.56,648,658.08,655.2,652.32,646.56,652.32,646.56,649.44,650.88,645.12,650.88,645.12,639.36,649.44,645.12,639.36,658.08,656.64,658.08,656.64,676.8,672.48,682.56,686.88,686.88,685.44,732.96,741.6,748.8,747.36,756,741.6,758.88,779.04,780.48,771.84,767.52,784.8,794.88,793.44,804.96,771.84,768.96,770.4,768.96,799.2,836.64,833.76,790.56,786.24,786.24,768.96,770.4,766.08,766.08,794.88,776.16,770.4,763.2,758.88,753.12,753.12,758.88,753.12,753.12,753.12,751.68,747.36,744.48,741.6,717.12,711.36,709.92,709.92,699.84,701.28,702.72,696.96,688.32,682.56,681.12,675.36,672.48,660.96,662.4,662.4,655.2,652.32,653.76,662.4,649.44,645.12,640.8,648
06-Apr-2019,69540.48,673.92,671.04,673.92,682.56,679.68,676.8,669.6,668.16,675.36,669.6,666.72,668.16,672.48,665.28,660.96,663.84,665.28,665.28,663.84,660.96,668.16,673.92,669.6,666.72,671.04,665.28,663.84,662.4,689.76,692.64,696.96,698.4,701.28,707.04,715.68,712.8,708.48,711.36,715.68,711.36,712.8,699.84,702.72,701.28,712.8,792,784.8,784.8,790.56,751.68,758.88,766.08,758.88,764.64,774.72,763.2,751.68,756,771.84,774.72,779.04,783.36,781.92,784.8,786.24,781.92,789.12,789.12,789.12,792,787.68,792,786.24,781.92,781.92,779.04,766.08,761.76,760.32,758.88,751.68,748.8,744.48,747.36,743.04,737.28,731.52,735.84,732.96,730.08,732.96,731.52,698.4,695.52,698.4,698.4
07-Apr-2019,71601.12,694.08,692.64,701.28,701.28,714.24,718.56,725.76,721.44,711.36,712.8,705.6,707.04,705.6,701.28,696.96,695.52,701.28,692.64,692.64,696.96,708.48,715.68,701.28,694.08,694.08,707.04,698.4,699.84,720,721.44,722.88,722.88,725.76,732.96,735.84,732.96,735.84,741.6,754.56,748.8,751.68,760.32,758.88,761.76,773.28,777.6,773.28,777.6,783.36,781.92,780.48,783.36,784.8,779.04,787.68,794.88,799.2,799.2,800.64,799.2,800.64,797.76,800.64,793.44,789.12,786.24,784.8,786.24,784.8,780.48,776.16,777.6,774.72,777.6,773.28,773.28,758.88,757.44,756,758.88,754.56,753.12,748.8,753.12,745.92,745.92,748.8,744.48,741.6,747.36,740.16,741.6,732.96,734.4,737.28,731.52
08-Apr-2019,74859.84,702.72,701.28,701.28,698.4,701.28,705.6,701.28,696.96,688.32,689.76,684,678.24,682.56,682.56,684,684,682.56,682.56,676.8,682.56,704.16,702.72,709.92,714.24,714.24,678.24,709.92,698.4,732.96,751.68,760.32,768.96,787.68,790.56,817.92,826.56,815.04,817.92,832.32,830.88,839.52,843.84,853.92,859.68,865.44,872.64,875.52,875.52,855.36,872.64,881.28,879.84,898.56,892.8,892.8,908.64,910.08,894.24,900,892.8,895.68,892.8,882.72,871.2,878.4,884.16,885.6,878.4,874.08,869.76,869.76,864,815.04,819.36,806.4,804.96,787.68,780.48,780.48,777.6,777.6,768.96,763.2,740.16,725.76,718.56,714.24,711.36,694.08,692.64,686.88,686.88,679.68,679.68,682.56,682.56
09-Apr-2019,70583.04,684,689.76,686.88,685.44,681.12,681.12,673.92,666.72,666.72,666.72,666.72,665.28,660.96,658.08,663.84,656.64,662.4,658.08,662.4,665.28,679.68,688.32,698.4,694.08,696.96,701.28,694.08,695.52,718.56,734.4,740.16,743.04,767.52,776.16,777.6,776.16,784.8,794.88,804.96,796.32,786.24,783.36,797.76,804.96,803.52,813.6,816.48,806.4,804.96,792,793.44,796.32,799.2,806.4,807.84,815.04,802.08,796.32,799.2,793.44,793.44,797.76,792,792,796.32,790.56,786.24,783.36,776.16,783.36,777.6,776.16,745.92,737.28,734.4,732.96,717.12,720,720,718.56,715.68,712.8,712.8,712.8,709.92,696.96,698.4,695.52,691.2,688.32,688.32,685.44,682.56,684,676.8,676.8
10-Apr-2019,70456.32,676.8,676.8,678.24,681.12,682.56,676.8,678.24,676.8,671.04,676.8,668.16,668.16,668.16,668.16,666.72,666.72,669.6,673.92,682.56,678.24,678.24,712.8,721.44,715.68,679.68,691.2,685.44,682.56,712.8,718.56,540,679.68,738.72,738.72,743.04,757.44,751.68,757.44,758.88,760.32,760.32,773.28,780.48,784.8,787.68,792,792,790.56,771.84,761.76,770.4,797.76,806.4,813.6,813.6,809.28,815.04,810.72,813.6,810.72,802.08,800.64,871.2,876.96,881.28,874.08,839.52,800.64,817.92,804.96,804.96,822.24,786.24,793.44,790.56,822.24,794.88,800.64,789.12,704.16,696.96,692.64,694.08,689.76,681.12,665.28,663.84,659.52,659.52,656.64,652.32,650.88,639.36,635.04,637.92,637.92
11-Apr-2019,66708,635.04,636.48,637.92,636.48,640.8,630.72,630.72,629.28,630.72,626.4,626.4,623.52,626.4,627.84,623.52,626.4,630.72,633.6,632.16,630.72,633.6,636.48,648,655.2,660.96,660.96,659.52,662.4,681.12,679.68,686.88,692.64,712.8,715.68,724.32,731.52,738.72,743.04,745.92,750.24,750.24,751.68,756,758.88,763.2,761.76,754.56,743.04,741.6,737.28,740.16,737.28,738.72,744.48,743.04,740.16,737.28,737.28,744.48,745.92,747.36,740.16,731.52,735.84,740.16,740.16,741.6,741.6,745.92,767.52,792,804.96,751.68,731.52,760.32,712.8,699.84,698.4,727.2,718.56,712.8,721.44,675.36,659.52,658.08,675.36,671.04,653.76,643.68,645.12,643.68,640.8,629.28,627.84,632.16,626.4
12-Apr-2019,71426.88,623.52,627.84,629.28,623.52,627.84,622.08,622.08,624.96,627.84,626.4,630.72,620.64,624.96,619.2,623.52,617.76,624.96,627.84,632.16,632.16,636.48,635.04,649.44,656.64,649.44,655.2,655.2,665.28,689.76,691.2,707.04,698.4,743.04,745.92,754.56,760.32,754.56,764.64,773.28,774.72,771.84,779.04,793.44,783.36,792,797.76,793.44,789.12,786.24,786.24,904.32,888.48,855.36,856.8,875.52,838.08,833.76,825.12,840.96,842.4,838.08,835.2,833.76,840.96,862.56,866.88,865.44,861.12,849.6,852.48,846.72,849.6,817.92,802.08,793.44,793.44,779.04,774.72,770.4,773.28,764.64,757.44,761.76,761.76,753.12,750.24,748.8,747.36,748.8,747.36,740.16,731.52,724.32,728.64,724.32,727.2
13-Apr-2019,79905.6,766.08,776.16,779.04,784.8,783.36,780.48,779.04,770.4,767.52,766.08,761.76,758.88,771.84,771.84,763.2,764.64,766.08,774.72,779.04,774.72,780.48,773.28,766.08,771.84,810.72,802.08,790.56,781.92,802.08,803.52,802.08,800.64,802.08,812.16,826.56,838.08,835.2,833.76,826.56,817.92,838.08,849.6,862.56,858.24,858.24,868.32,874.08,884.16,884.16,884.16,884.16,878.4,879.84,888.48,892.8,901.44,900,887.04,881.28,891.36,889.92,900,897.12,894.24,894.24,898.56,892.8,885.6,885.6,898.56,905.76,917.28,910.08,889.92,889.92,876.96,864,858.24,858.24,864,849.6,845.28,833.76,829.44,825.12,825.12,820.8,819.36,823.68,820.8,809.28,806.4,797.76,790.56,784.8,789.12
14-Apr-2019,79248.96,790.56,789.12,790.56,793.44,790.56,787.68,799.2,794.88,794.88,793.44,784.8,793.44,792,789.12,792,786.24,790.56,789.12,793.44,790.56,799.2,802.08,794.88,789.12,800.64,800.64,794.88,792,809.28,807.84,802.08,800.64,802.08,784.8,779.04,799.2,815.04,803.52,776.16,792,815.04,828,856.8,874.08,866.88,861.12,856.8,868.32,874.08,875.52,875.52,878.4,879.84,892.8,891.36,887.04,900,892.8,902.88,895.68,885.6,881.28,872.64,868.32,869.76,866.88,864,868.32,869.76,868.32,869.76,868.32,859.68,855.36,855.36,855.36,840.96,836.64,839.52,835.2,830.88,833.76,830.88,828,812.16,802.08,802.08,794.88,787.68,794.88,794.88,789.12,774.72,767.52,768.96,761.76
15-Apr-2019,72917.28,709.92,721.44,735.84,732.96,740.16,740.16,734.4,731.52,732.96,732.96,737.28,741.6,743.04,753.12,743.04,738.72,738.72,740.16,748.8,734.4,737.28,737.28,753.12,744.48,748.8,745.92,747.36,757.44,777.6,780.48,792,790.56,819.36,820.8,835.2,842.4,858.24,856.8,862.56,861.12,861.12,871.2,866.88,878.4,868.32,853.92,829.44,826.56,819.36,819.36,813.6,820.8,823.68,833.76,836.64,825.12,820.8,817.92,817.92,813.6,802.08,794.88,799.2,797.76,826.56,833.76,832.32,779.04,767.52,760.32,751.68,750.24,720,715.68,717.12,714.24,699.84,696.96,695.52,694.08,682.56,678.24,668.16,660.96,662.4,656.64,656.64,650.88,650.88,652.32,648,643.68,630.72,636.48,633.6,637.92
16-Apr-2019,68620.32,630.72,629.28,635.04,633.6,637.92,639.36,630.72,629.28,627.84,623.52,626.4,623.52,623.52,623.52,623.52,620.64,632.16,629.28,627.84,624.96,636.48,640.8,649.44,652.32,658.08,653.76,659.52,666.72,672.48,681.12,689.76,695.52,724.32,731.52,738.72,740.16,745.92,747.36,756,743.04,738.72,745.92,758.88,763.2,767.52,758.88,758.88,753.12,757.44,756,756,748.8,754.56,756,761.76,774.72,771.84,770.4,771.84,815.04,793.44,812.16,809.28,809.28,807.84,806.4,804.96,806.4,806.4,812.16,809.28,806.4,764.64,758.88,754.56,750.24,737.28,724.32,727.2,725.76,725.76,727.2,727.2,725.76,722.88,714.24,714.24,717.12,699.84,701.28,702.72,695.52,679.68,678.24,682.56,684
17-Apr-2019,71094.24,681.12,679.68,676.8,679.68,684,678.24,671.04,668.16,675.36,675.36,666.72,663.84,663.84,662.4,666.72,665.28,672.48,673.92,671.04,671.04,675.36,688.32,707.04,701.28,701.28,709.92,711.36,720,734.4,741.6,740.16,741.6,770.4,770.4,784.8,761.76,786.24,776.16,767.52,768.96,777.6,768.96,784.8,787.68,799.2,787.68,781.92,779.04,780.48,770.4,784.8,784.8,790.56,796.32,792,804.96,802.08,799.2,797.76,792,790.56,786.24,794.88,797.76,820.8,836.64,839.52,835.2,832.32,826.56,820.8,819.36,780.48,779.04,777.6,774.72,764.64,760.32,773.28,781.92,787.68,780.48,768.96,725.76,681.12,673.92,673.92,673.92,676.8,671.04,672.48,666.72,668.16,669.6,669.6,673.92
18-Apr-2019,73176.48,676.8,676.8,676.8,709.92,751.68,747.36,728.64,712.8,689.76,650.88,646.56,648,645.12,652.32,658.08,665.28,668.16,701.28,738.72,679.68,679.68,675.36,695.52,701.28,695.52,699.84,711.36,718.56,743.04,741.6,751.68,760.32,768.96,777.6,780.48,793.44,799.2,830.88,822.24,829.44,828,853.92,838.08,832.32,838.08,803.52,840.96,830.88,839.52,833.76,832.32,835.2,836.64,838.08,842.4,835.2,829.44,835.2,816.48,820.8,815.04,822.24,835.2,838.08,839.52,840.96,842.4,839.52,842.4,842.4,839.52,835.2,787.68,777.6,774.72,774.72,754.56,756,753.12,751.68,750.24,750.24,747.36,753.12,738.72,724.32,724.32,724.32,718.56,718.56,721.44,722.88,718.56,715.68,714.24,709.92
19-Apr-2019,79706.88,709.92,714.24,718.56,715.68,720,708.48,712.8,711.36,709.92,709.92,704.16,705.6,709.92,709.92,712.8,718.56,727.2,717.12,722.88,725.76,732.96,732.96,757.44,763.2,763.2,747.36,751.68,750.24,774.72,780.48,790.56,793.44,813.6,838.08,853.92,875.52,891.36,908.64,895.68,892.8,902.88,927.36,914.4,983.52,948.96,969.12,966.24,957.6,960.48,954.72,944.64,933.12,931.68,917.28,923.04,983.52,960.48,920.16,990.72,1018.08,977.76,976.32,984.96,964.8,976.32,967.68,967.68,972,961.92,953.28,925.92,905.76,866.88,826.56,826.56,830.88,807.84,786.24,780.48,783.36,781.92,787.68,781.92,767.52,760.32,757.44,764.64,770.4,768.96,767.52,764.64,766.08,757.44,753.12,757.44,756
20-Apr-2019,76841.28,809.28,826.56,830.88,826.56,829.44,826.56,819.36,813.6,849.6,855.36,848.16,838.08,830.88,823.68,817.92,799.2,793.44,803.52,806.4,806.4,800.64,784.8,792,796.32,789.12,792,792,779.04,792,792,789.12,780.48,794.88,802.08,813.6,832.32,829.44,819.36,819.36,823.68,823.68,826.56,813.6,812.16,852.48,859.68,832.32,826.56,830.88,855.36,858.24,855.36,851.04,843.84,838.08,842.4,846.72,839.52,829.44,819.36,807.84,809.28,812.16,812.16,819.36,803.52,799.2,797.76,797.76,797.76,793.44,794.88,787.68,779.04,768.96,774.72,758.88,751.68,747.36,744.48,761.76,758.88,753.12,741.6,735.84,722.88,750.24,753.12,744.48,743.04,741.6,738.72,732.96,730.08,725.76,722.88
21-Apr-2019,72162.72,722.88,721.44,721.44,725.76,728.64,727.2,718.56,717.12,715.68,715.68,711.36,712.8,712.8,712.8,712.8,711.36,712.8,712.8,707.04,711.36,708.48,702.72,708.48,717.12,727.2,722.88,718.56,717.12,731.52,731.52,730.08,731.52,737.28,743.04,754.56,751.68,758.88,758.88,763.2,758.88,758.88,768.96,777.6,779.04,779.04,777.6,774.72,781.92,781.92,783.36,779.04,776.16,781.92,792,790.56,783.36,786.24,789.12,781.92,781.92,784.8,786.24,780.48,794.88,792,794.88,792,787.68,780.48,780.48,783.36,786.24,779.04,780.48,780.48,777.6,763.2,766.08,763.2,757.44,761.76,761.76,763.2,756,751.68,747.36,750.24,751.68,751.68,744.48,743.04,740.16,735.84,728.64,727.2,725.76
22-Apr-2019,73229.76,698.4,691.2,689.76,694.08,701.28,689.76,686.88,684,675.36,682.56,679.68,678.24,675.36,678.24,678.24,673.92,671.04,669.6,672.48,672.48,686.88,682.56,694.08,698.4,707.04,698.4,699.84,699.84,724.32,731.52,734.4,737.28,761.76,774.72,786.24,786.24,800.64,802.08,807.84,816.48,819.36,819.36,826.56,842.4,835.2,838.08,836.64,835.2,829.44,830.88,829.44,839.52,839.52,838.08,840.96,838.08,845.28,840.96,846.72,846.72,845.28,839.52,839.52,843.84,836.64,843.84,840.96,840.96,845.28,843.84,833.76,845.28,809.28,797.76,779.04,777.6,773.28,757.44,756,753.12,750.24,748.8,734.4,738.72,731.52,731.52,731.52,731.52,737.28,737.28,735.84,734.4,721.44,727.2,724.32,720
23-Apr-2019,75019.68,721.44,721.44,720,721.44,712.8,714.24,714.24,709.92,707.04,704.16,712.8,708.48,704.16,702.72,701.28,702.72,702.72,702.72,699.84,702.72,699.84,704.16,721.44,720,718.56,715.68,724.32,717.12,741.6,745.92,757.44,758.88,783.36,799.2,810.72,817.92,829.44,835.2,838.08,845.28,848.16,856.8,852.48,851.04,846.72,843.84,885.6,874.08,851.04,861.12,861.12,859.68,861.12,866.88,875.52,833.76,852.48,872.64,876.96,876.96,876.96,868.32,872.64,871.2,864,859.68,846.72,848.16,842.4,842.4,836.64,835.2,804.96,792,787.68,784.8,766.08,771.84,764.64,764.64,764.64,753.12,747.36,747.36,743.04,740.16,735.84,738.72,732.96,728.64,737.28,738.72,734.4,732.96,734.4,730.08
24-Apr-2019,74023.2,728.64,735.84,725.76,728.64,725.76,730.08,727.2,727.2,722.88,718.56,724.32,718.56,715.68,717.12,714.24,715.68,717.12,720,715.68,715.68,720,711.36,731.52,731.52,741.6,744.48,743.04,738.72,756,767.52,779.04,783.36,797.76,802.08,803.52,792,792,812.16,819.36,829.44,828,830.88,843.84,839.52,838.08,842.4,842.4,836.64,836.64,832.32,828,838.08,836.64,836.64,845.28,851.04,849.6,852.48,851.04,731.52,820.8,815.04,836.64,852.48,845.28,838.08,845.28,833.76,832.32,830.88,829.44,826.56,786.24,776.16,770.4,766.08,751.68,747.36,751.68,753.12,741.6,735.84,734.4,725.76,727.2,717.12,717.12,718.56,705.6,708.48,699.84,696.96,692.64,694.08,685.44,681.12
25-Apr-2019,71755.2,682.56,681.12,679.68,669.6,666.72,666.72,682.56,684,681.12,671.04,671.04,665.28,665.28,663.84,665.28,665.28,663.84,668.16,662.4,682.56,694.08,689.76,698.4,707.04,708.48,712.8,715.68,702.72,720,712.8,717.12,720,748.8,753.12,767.52,773.28,779.04,779.04,794.88,797.76,789.12,807.84,815.04,815.04,815.04,819.36,828,812.16,815.04,813.6,816.48,825.12,825.12,823.68,829.44,832.32,835.2,835.2,828,828,832.32,839.52,828,825.12,825.12,817.92,817.92,812.16,809.28,812.16,802.08,799.2,771.84,763.2,767.52,758.88,740.16,737.28,720,715.68,734.4,727.2,724.32,717.12,721.44,720,718.56,720,711.36,709.92,707.04,708.48,705.6,699.84,698.4,696.96
26-Apr-2019,72601.92,695.52,696.96,701.28,691.2,701.28,699.84,695.52,691.2,694.08,695.52,685.44,682.56,684,682.56,684,684,681.12,681.12,682.56,682.56,685.44,684,699.84,709.92,717.12,709.92,705.6,709.92,737.28,748.8,753.12,761.76,779.04,789.12,789.12,789.12,794.88,797.76,790.56,807.84,816.48,816.48,820.8,825.12,823.68,825.12,825.12,816.48,813.6,810.72,817.92,813.6,820.8,822.24,817.92,812.16,809.28,813.6,812.16,804.96,809.28,802.08,799.2,803.52,807.84,803.52,802.08,794.88,790.56,790.56,786.24,784.8,758.88,748.8,747.36,748.8,735.84,737.28,748.8,761.76,764.64,758.88,766.08,753.12,758.88,754.56,750.24,754.56,754.56,753.12,743.04,732.96,731.52,732.96,722.88,717.12
27-Apr-2019,70538.4,724.32,720,717.12,712.8,709.92,718.56,709.92,701.28,698.4,699.84,696.96,696.96,701.28,694.08,696.96,691.2,696.96,694.08,695.52,695.52,695.52,701.28,714.24,705.6,708.48,707.04,707.04,707.04,725.76,724.32,722.88,728.64,731.52,731.52,731.52,743.04,741.6,743.04,744.48,750.24,757.44,748.8,760.32,761.76,770.4,764.64,767.52,763.2,766.08,771.84,768.96,766.08,766.08,766.08,768.96,766.08,766.08,763.2,764.64,766.08,767.52,773.28,773.28,770.4,767.52,771.84,768.96,770.4,771.84,764.64,758.88,768.96,761.76,756,753.12,751.68,740.16,734.4,732.96,732.96,734.4,734.4,720,718.56,715.68,711.36,711.36,714.24,721.44,712.8,705.6,704.16,731.52,741.6,740.16,699.84
28-Apr-2019,68372.64,679.68,675.36,672.48,673.92,672.48,676.8,668.16,666.72,665.28,663.84,659.52,660.96,665.28,662.4,659.52,662.4,655.2,669.6,660.96,655.2,660.96,658.08,659.52,665.28,672.48,672.48,660.96,668.16,686.88,685.44,689.76,689.76,688.32,695.52,701.28,704.16,705.6,707.04,707.04,720,743.04,740.16,735.84,740.16,744.48,750.24,744.48,738.72,747.36,745.92,748.8,754.56,750.24,748.8,753.12,751.68,753.12,756,760.32,761.76,750.24,751.68,753.12,753.12,753.12,748.8,753.12,763.2,786.24,780.48,773.28,780.48,781.92,743.04,728.64,725.76,715.68,715.68,712.8,708.48,714.24,717.12,718.56,724.32,720,714.24,718.56,718.56,715.68,717.12,711.36,709.92,709.92,705.6,695.52,689.76
29-Apr-2019,68931.36,655.2,653.76,655.2,662.4,658.08,652.32,650.88,648,646.56,643.68,648,645.12,640.8,643.68,637.92,637.92,635.04,637.92,648,637.92,635.04,635.04,646.56,645.12,649.44,648,650.88,650.88,679.68,684,686.88,685.44,708.48,715.68,717.12,720,722.88,725.76,738.72,748.8,753.12,751.68,751.68,757.44,761.76,756,754.56,761.76,761.76,760.32,770.4,777.6,809.28,820.8,809.28,817.92,819.36,819.36,817.92,815.04,819.36,817.92,823.68,816.48,812.16,809.28,803.52,835.2,833.76,842.4,763.2,760.32,734.4,727.2,727.2,724.32,708.48,704.16,709.92,707.04,702.72,704.16,701.28,698.4,698.4,698.4,702.72,707.04,698.4,699.84,699.84,699.84,689.76,692.64,689.76,688.32
30-Apr-2019,71652.96,744.48,715.68,689.76,678.24,678.24,678.24,669.6,665.28,669.6,675.36,672.48,676.8,669.6,668.16,669.6,675.36,666.72,673.92,666.72,668.16,666.72,669.6,688.32,691.2,692.64,694.08,694.08,702.72,720,724.32,731.52,735.84,758.88,771.84,777.6,783.36,796.32,792,802.08,807.84,802.08,804.96,799.2,793.44,807.84,806.4,810.72,804.96,800.64,796.32,800.64,797.76,812.16,812.16,815.04,819.36,820.8,822.24,815.04,816.48,810.72,804.96,815.04,812.16,813.6,812.16,810.72,815.04,809.28,812.16,804.96,803.52,770.4,760.32,766.08,761.76,745.92,737.28,735.84,734.4,737.28,727.2,725.76,732.96,728.64,727.2,724.32,717.12,714.24,714.24,715.68,698.4,705.6,714.24,702.72,699.84
01-May-2019,72633.6,702.72,696.96,704.16,696.96,694.08,694.08,691.2,695.52,692.64,686.88,684,692.64,685.44,685.44,679.68,678.24,684,681.12,673.92,681.12,685.44,694.08,702.72,699.84,707.04,705.6,707.04,714.24,741.6,748.8,748.8,750.24,780.48,787.68,789.12,796.32,802.08,815.04,816.48,815.04,810.72,817.92,819.36,826.56,823.68,820.8,812.16,806.4,806.4,794.88,809.28,813.6,819.36,819.36,826.56,826.56,826.56,826.56,816.48,817.92,817.92,817.92,820.8,822.24,819.36,823.68,820.8,823.68,823.68,816.48,812.16,810.72,774.72,771.84,768.96,768.96,750.24,748.8,748.8,747.36,738.72,741.6,744.48,737.28,732.96,728.64,730.08,728.64,714.24,721.44,721.44,717.12,715.68,712.8,707.04,702.72
02-May-2019,74239.2000000001,707.04,702.72,705.6,708.48,717.12,712.8,707.04,699.84,698.4,696.96,699.84,696.96,698.4,694.08,694.08,696.96,692.64,701.28,707.04,702.72,696.96,698.4,715.68,712.8,715.68,715.68,717.12,722.88,744.48,758.88,756,758.88,787.68,793.44,796.32,807.84,809.28,810.72,816.48,823.68,820.8,819.36,829.44,835.2,812.16,838.08,840.96,830.88,820.8,819.36,851.04,864,874.08,876.96,878.4,891.36,852.48,833.76,838.08,836.64,874.08,887.04,878.4,900,889.92,872.64,872.64,897.12,884.16,869.76,846.72,830.88,800.64,789.12,783.36,781.92,766.08,756,747.36,744.48,741.6,740.16,730.08,730.08,730.08,721.44,720,724.32,714.24,709.92,718.56,712.8,708.48,705.6,702.72,694.08
03-May-2019,71470.08,692.64,696.96,696.96,689.76,688.32,689.76,688.32,682.56,678.24,681.12,675.36,676.8,673.92,666.72,666.72,671.04,672.48,669.6,669.6,666.72,672.48,671.04,691.2,692.64,692.64,692.64,691.2,698.4,712.8,724.32,734.4,737.28,756,771.84,773.28,776.16,790.56,796.32,773.28,849.6,813.6,804.96,809.28,816.48,812.16,797.76,809.28,829.44,809.28,799.2,751.68,845.28,859.68,830.88,823.68,820.8,812.16,809.28,812.16,815.04,812.16,815.04,809.28,807.84,804.96,809.28,803.52,802.08,804.96,799.2,799.2,794.88,760.32,754.56,750.24,743.04,735.84,734.4,734.4,724.32,728.64,720,721.44,714.24,714.24,712.8,705.6,707.04,702.72,704.16,699.84,699.84,695.52,692.64,689.76,688.32
04-May-2019,74556,708.48,709.92,714.24,715.68,720,715.68,711.36,711.36,712.8,714.24,714.24,715.68,714.24,712.8,720,714.24,714.24,711.36,708.48,712.8,720,720,714.24,715.68,717.12,720,717.12,722.88,738.72,740.16,741.6,741.6,753.12,756,768.96,767.52,770.4,776.16,768.96,771.84,777.6,773.28,779.04,790.56,792,792,797.76,789.12,796.32,803.52,800.64,804.96,803.52,806.4,809.28,819.36,832.32,839.52,843.84,849.6,851.04,856.8,862.56,872.64,871.2,866.88,872.64,876.96,872.64,869.76,861.12,864,853.92,848.16,839.52,833.76,813.6,803.52,797.76,803.52,797.76,794.88,787.68,784.8,777.6,773.28,773.28,777.6,767.52,767.52,764.64,760.32,757.44,753.12,758.88,753.12
