Date,TotalDemand [kWh],Period01 [kWh],Period02 [kWh],Period03 [kWh],Period04 [kWh],Period05 [kWh],Period06 [kWh],Period07 [kWh],Period08 [kWh],Period09 [kWh],Period10 [kWh],Period11 [kWh],Period12 [kWh],Period13 [kWh],Period14 [kWh],Period15 [kWh],Period16 [kWh],Period17 [kWh],Period18 [kWh],Period19 [kWh],Period20 [kWh],Period21 [kWh],Period22 [kWh],Period23 [kWh],Period24 [kWh],Period25 [kWh],Period26 [kWh],Period27 [kWh],Period28 [kWh],Period29 [kWh],Period30 [kWh],Period31 [kWh],Period32 [kWh],Period33 [kWh],Period34 [kWh],Period35 [kWh],Period36 [kWh],Period37 [kWh],Period38 [kWh],Period39 [kWh],Period40 [kWh],Period41 [kWh],Period42 [kWh],Period43 [kWh],Period44 [kWh],Period45 [kWh],Period46 [kWh],Period47 [kWh],Period48 [kWh],Period49 [kWh],Period50 [kWh],Period51 [kWh],Period52 [kWh],Period53 [kWh],Period54 [kWh],Period55 [kWh],Period56 [kWh],Period57 [kWh],Period58 [kWh],Period59 [kWh],Period60 [kWh],Period61 [kWh],Period62 [kWh],Period63 [kWh],Period64 [kWh],Period65 [kWh],Period66 [kWh],Period67 [kWh],Period68 [kWh],Period69 [kWh],Period70 [kWh],Period71 [kWh],Period72 [kWh],Period73 [kWh],Period74 [kWh],Period75 [kWh],Period76 [kWh],Period77 [kWh],Period78 [kWh],Period79 [kWh],Period80 [kWh],Period81 [kWh],Period82 [kWh],Period83 [kWh],Period84 [kWh],Period85 [kWh],Period86 [kWh],Period87 [kWh],Period88 [kWh],Period89 [kWh],Period90 [kWh],Period91 [kWh],Period92 [kWh],Period93 [kWh],Period94 [kWh],Period95 [kWh],Period96 [kWh]
28-Feb-2019,69854.4,679.68,686.88,676.8,675.36,679.68,679.68,676.8,676.8,676.8,650.88,658.08,665.28,665.28,665.28,662.4,665.28,658.08,665.28,656.64,660.96,645.12,642.24,681.12,688.32,698.4,721.44,701.28,704.16,738.72,737.28,743.04,718.56,738.72,747.36,745.92,758.88,760.32,767.52,784.8,790.56,794.88,780.48,809.28,833.76,781.92,784.8,779.04,777.6,776.16,777.6,774.72,779.04,786.24,797.76,799.2,797.76,793.44,779.04,777.6,779.04,780.48,768.96,773.28,773.28,776.16,768.96,771.84,766.08,773.28,771.84,767.52,771.84,750.24,744.48,743.04,731.52,720,717.12,714.24,712.8,711.36,708.48,715.68,696.96,696.96,694.08,695.52,698.4,689.76,686.88,689.76,691.2,682.56,685.44,685.44,673.92
01-Mar-2019,69942.24,676.8,673.92,668.16,672.48,671.04,666.72,672.48,672.48,668.16,669.6,663.84,663.84,663.84,663.84,662.4,659.52,666.72,658.08,666.72,671.04,656.64,675.36,671.04,689.76,707.04,709.92,712.8,715.68,738.72,738.72,705.6,750.24,745.92,753.12,753.12,751.68,770.4,783.36,796.32,777.6,776.16,786.24,792,794.88,794.88,797.76,810.72,807.84,806.4,794.88,793.44,800.64,789.12,790.56,800.64,804.96,809.28,797.76,790.56,771.84,776.16,770.4,774.72,776.16,771.84,774.72,768.96,773.28,768.96,779.04,774.72,774.72,754.56,737.28,734.4,730.08,712.8,718.56,707.04,715.68,702.72,701.28,699.84,701.28,698.4,691.2,695.52,686.88,695.52,684,682.56,673.92,668.16,684,659.52,658.08
02-Mar-2019,67462.56,671.04,676.8,686.88,682.56,689.76,676.8,682.56,682.56,675.36,681.12,678.24,675.36,679.68,673.92,678.24,675.36,673.92,678.24,665.28,676.8,688.32,694.08,699.84,685.44,695.52,698.4,688.32,695.52,717.12,714.24,714.24,704.16,704.16,698.4,707.04,711.36,708.48,712.8,707.04,712.8,708.48,715.68,715.68,727.2,714.24,727.2,717.12,721.44,720,718.56,721.44,722.88,725.76,722.88,721.44,724.32,718.56,722.88,728.64,724.32,721.44,727.2,731.52,731.52,730.08,722.88,724.32,725.76,732.96,727.2,727.2,724.32,727.2,722.88,730.08,722.88,705.6,699.84,707.04,704.16,696.96,701.28,702.72,698.4,689.76,694.08,695.52,704.16,688.32,679.68,685.44,675.36,666.72,672.48,662.4,666.72
03-Mar-2019,66736.8,669.6,671.04,666.72,671.04,660.96,668.16,672.48,668.16,672.48,678.24,668.16,665.28,671.04,666.72,665.28,668.16,659.52,662.4,665.28,662.4,666.72,668.16,663.84,672.48,675.36,678.24,669.6,678.24,675.36,691.2,698.4,688.32,691.2,692.64,694.08,708.48,676.8,653.76,704.16,702.72,709.92,708.48,707.04,714.24,722.88,714.24,717.12,715.68,718.56,714.24,711.36,717.12,715.68,712.8,717.12,717.12,721.44,721.44,722.88,727.2,722.88,721.44,721.44,722.88,724.32,717.12,721.44,721.44,715.68,721.44,722.88,720,679.68,715.68,720,722.88,711.36,707.04,702.72,692.64,702.72,696.96,701.28,698.4,692.64,701.28,708.48,699.84,694.08,686.88,692.64,684,685.44,684,692.64,681.12
04-Mar-2019,68670.72,666.72,653.76,662.4,655.2,658.08,656.64,662.4,681.12,669.6,676.8,658.08,660.96,645.12,650.88,653.76,652.32,646.56,659.52,653.76,660.96,655.2,660.96,663.84,669.6,675.36,682.56,681.12,685.44,701.28,704.16,712.8,711.36,730.08,720,744.48,727.2,740.16,741.6,764.64,766.08,773.28,777.6,770.4,764.64,767.52,770.4,768.96,777.6,766.08,771.84,763.2,760.32,758.88,779.04,777.6,780.48,774.72,783.36,771.84,768.96,779.04,768.96,771.84,764.64,767.52,773.28,761.76,767.52,760.32,761.76,760.32,766.08,724.32,727.2,721.44,714.24,708.48,708.48,702.72,702.72,701.28,696.96,696.96,694.08,695.52,696.96,692.64,688.32,688.32,686.88,686.88,685.44,678.24,672.48,676.8,671.04
05-Mar-2019,70079.04,676.8,679.68,679.68,668.16,669.6,665.28,666.72,659.52,656.64,656.64,660.96,663.84,655.2,652.32,643.68,645.12,652.32,668.16,646.56,650.88,669.6,678.24,676.8,699.84,699.84,715.68,731.52,722.88,753.12,744.48,751.68,744.48,727.2,743.04,717.12,761.76,743.04,764.64,770.4,779.04,787.68,793.44,793.44,799.2,794.88,792,799.2,804.96,784.8,774.72,774.72,783.36,786.24,784.8,777.6,787.68,783.36,781.92,783.36,783.36,779.04,779.04,773.28,784.8,783.36,771.84,774.72,784.8,789.12,787.68,792,783.36,757.44,756,748.8,741.6,720,725.76,722.88,718.56,720,718.56,714.24,711.36,709.92,707.04,696.96,696.96,704.16,696.96,696.96,695.52,691.2,691.2,692.64,698.4
06-Mar-2019,71707.68,696.96,694.08,704.16,702.72,702.72,699.84,701.28,689.76,689.76,688.32,686.88,684,689.76,673.92,681.12,684,668.16,688.32,704.16,669.6,702.72,695.52,709.92,727.2,725.76,737.28,737.28,735.84,744.48,751.68,768.96,766.08,770.4,768.96,776.16,789.12,780.48,783.36,792,807.84,815.04,809.28,810.72,806.4,802.08,806.4,792,784.8,792,780.48,780.48,779.04,780.48,789.12,793.44,786.24,792,790.56,792,789.12,790.56,787.68,793.44,787.68,783.36,774.72,779.04,779.04,776.16,777.6,792,780.48,770.4,768.96,767.52,757.44,744.48,747.36,744.48,737.28,737.28,734.4,731.52,725.76,725.76,727.2,717.12,714.24,722.88,717.12,718.56,717.12,709.92,708.48,708.48,709.92
07-Mar-2019,71265.6,705.6,702.72,704.16,691.2,699.84,701.28,695.52,694.08,707.04,695.52,702.72,704.16,699.84,702.72,694.08,701.28,694.08,702.72,686.88,688.32,701.28,698.4,709.92,718.56,718.56,722.88,735.84,730.08,750.24,757.44,761.76,756,757.44,760.32,757.44,767.52,774.72,776.16,787.68,792,799.2,802.08,800.64,804.96,803.52,794.88,793.44,792,793.44,792,799.2,806.4,812.16,799.2,790.56,803.52,790.56,784.8,786.24,779.04,783.36,771.84,790.56,789.12,781.92,780.48,777.6,777.6,779.04,781.92,793.44,780.48,745.92,747.36,737.28,740.16,718.56,720,721.44,717.12,712.8,712.8,707.04,696.96,701.28,701.28,692.64,702.72,702.72,692.64,695.52,694.08,692.64,695.52,695.52,698.4
08-Mar-2019,70125.12,695.52,696.96,696.96,701.28,692.64,691.2,699.84,694.08,685.44,695.52,686.88,686.88,682.56,682.56,686.88,681.12,688.32,682.56,681.12,681.12,682.56,686.88,707.04,715.68,725.76,738.72,724.32,721.44,745.92,745.92,751.68,754.56,757.44,757.44,757.44,766.08,768.96,771.84,783.36,770.4,771.84,777.6,797.76,790.56,776.16,789.12,799.2,804.96,793.44,781.92,771.84,774.72,781.92,787.68,789.12,776.16,781.92,786.24,790.56,794.88,784.8,781.92,781.92,784.8,781.92,786.24,777.6,771.84,770.4,767.52,770.4,767.52,740.16,732.96,727.2,720,702.72,705.6,698.4,696.96,689.76,689.76,685.44,681.12,678.24,672.48,671.04,675.36,682.56,663.84,672.48,663.84,655.2,655.2,648,649.44
09-Mar-2019,67075.2,673.92,672.48,676.8,678.24,681.12,672.48,672.48,671.04,668.16,678.24,666.72,673.92,668.16,673.92,673.92,669.6,673.92,666.72,678.24,682.56,684,682.56,679.68,679.68,684,681.12,686.88,688.32,704.16,707.04,714.24,699.84,712.8,705.6,708.48,717.12,709.92,721.44,709.92,720,714.24,718.56,722.88,720,728.64,715.68,722.88,717.12,727.2,722.88,722.88,721.44,721.44,725.76,728.64,720,718.56,720,722.88,721.44,718.56,724.32,725.76,721.44,718.56,718.56,727.2,722.88,721.44,727.2,721.44,730.08,715.68,715.68,712.8,712.8,696.96,694.08,689.76,692.64,689.76,688.32,684,694.08,682.56,684,685.44,681.12,685.44,676.8,681.12,671.04,668.16,669.6,662.4,660.96
10-Mar-2019,64221.12,663.84,658.08,662.4,671.04,671.04,676.8,673.92,673.92,NaN,NaN,NaN,NaN,673.92,679.68,672.48,675.36,669.6,660.96,671.04,669.6,678.24,678.24,681.12,686.88,681.12,692.64,685.44,688.32,704.16,692.64,658.08,649.44,655.2,655.2,656.64,665.28,655.2,672.48,673.92,682.56,702.72,701.28,699.84,714.24,712.8,711.36,717.12,711.36,721.44,712.8,714.24,711.36,721.44,708.48,721.44,718.56,728.64,721.44,725.76,731.52,731.52,735.84,735.84,725.76,732.96,738.72,743.04,741.6,744.48,743.04,748.8,734.4,725.76,725.76,727.2,725.76,707.04,709.92,702.72,704.16,702.72,696.96,699.84,692.64,698.4,692.64,695.52,691.2,694.08,698.4,688.32,694.08,689.76,684,688.32,705.6
11-Mar-2019,71847.36,681.12,676.8,671.04,669.6,675.36,672.48,679.68,665.28,668.16,660.96,656.64,653.76,653.76,640.8,649.44,648,643.68,645.12,645.12,642.24,639.36,645.12,653.76,660.96,666.72,688.32,711.36,702.72,740.16,761.76,766.08,754.56,763.2,768.96,784.8,783.36,792,792,807.84,810.72,804.96,809.28,812.16,822.24,816.48,825.12,817.92,819.36,815.04,816.48,820.8,828,846.72,838.08,830.88,838.08,829.44,835.2,838.08,839.52,830.88,825.12,826.56,825.12,826.56,828,825.12,817.92,810.72,804.96,813.6,806.4,780.48,766.08,767.52,764.64,748.8,750.24,741.6,744.48,744.48,738.72,732.96,731.52,725.76,730.08,721.44,721.44,717.12,718.56,707.04,714.24,717.12,707.04,714.24,704.16
12-Mar-2019,72478.08,711.36,702.72,714.24,715.68,720,717.12,721.44,708.48,711.36,708.48,714.24,707.04,711.36,701.28,718.56,704.16,712.8,705.6,718.56,711.36,714.24,725.76,735.84,741.6,730.08,751.68,743.04,741.6,764.64,774.72,783.36,774.72,799.2,812.16,822.24,832.32,828,832.32,836.64,846.72,843.84,842.4,843.84,853.92,832.32,840.96,836.64,836.64,832.32,835.2,842.4,828,843.84,845.28,843.84,832.32,848.16,848.16,845.28,851.04,858.24,790.56,773.28,767.52,776.16,758.88,760.32,754.56,760.32,757.44,758.88,751.68,722.88,721.44,718.56,722.88,702.72,708.48,701.28,702.72,695.52,695.52,691.2,688.32,686.88,685.44,679.68,675.36,678.24,685.44,672.48,678.24,666.72,658.08,660.96,658.08
13-Mar-2019,70097.76,662.4,666.72,662.4,672.48,671.04,660.96,665.28,659.52,659.52,666.72,663.84,665.28,660.96,656.64,660.96,662.4,655.2,656.64,662.4,650.88,678.24,662.4,681.12,673.92,691.2,688.32,698.4,704.16,702.72,730.08,551.52,728.64,802.08,797.76,802.08,807.84,810.72,813.6,810.72,825.12,832.32,822.24,833.76,843.84,833.76,838.08,836.64,842.4,828,832.32,815.04,838.08,838.08,848.16,864,866.88,843.84,838.08,836.64,820.8,817.92,813.6,840.96,846.72,768.96,756,751.68,747.36,745.92,741.6,743.04,740.16,709.92,705.6,699.84,696.96,688.32,678.24,678.24,678.24,676.8,681.12,678.24,672.48,671.04,665.28,653.76,663.84,655.2,650.88,652.32,666.72,660.96,649.44,646.56,648
14-Mar-2019,70804.8,652.32,642.24,648,648,639.36,643.68,640.8,640.8,645.12,640.8,642.24,636.48,636.48,639.36,632.16,648,639.36,640.8,637.92,633.6,637.92,630.72,646.56,650.88,653.76,655.2,660.96,660.96,691.2,701.28,731.52,764.64,787.68,796.32,786.24,789.12,793.44,794.88,815.04,817.92,825.12,826.56,816.48,815.04,822.24,826.56,825.12,816.48,826.56,819.36,810.72,812.16,810.72,817.92,822.24,826.56,830.88,830.88,835.2,833.76,832.32,825.12,819.36,822.24,816.48,810.72,807.84,803.52,799.2,797.76,797.76,794.88,761.76,757.44,754.56,751.68,741.6,734.4,734.4,727.2,722.88,727.2,721.44,724.32,711.36,715.68,711.36,727.2,714.24,702.72,707.04,705.6,701.28,694.08,692.64,691.2
15-Mar-2019,75516.48,691.2,686.88,688.32,685.44,698.4,682.56,688.32,685.44,686.88,682.56,682.56,682.56,678.24,682.56,675.36,678.24,673.92,684,681.12,676.8,682.56,689.76,699.84,695.52,708.48,714.24,711.36,711.36,732.96,743.04,745.92,751.68,779.04,787.68,804.96,815.04,816.48,815.04,819.36,830.88,835.2,839.52,848.16,861.12,885.6,888.48,892.8,879.84,878.4,881.28,875.52,879.84,888.48,895.68,911.52,900,911.52,911.52,907.2,895.68,892.8,895.68,917.28,918.72,888.48,869.76,858.24,859.68,859.68,855.36,849.6,838.08,809.28,773.28,832.32,810.72,787.68,781.92,786.24,783.36,784.8,783.36,792,789.12,781.92,768.96,768.96,770.4,771.84,771.84,780.48,764.64,741.6,734.4,732.96,717.12
16-Mar-2019,66941.28,737.28,731.52,730.08,732.96,740.16,731.52,724.32,720,717.12,717.12,711.36,720,715.68,718.56,709.92,711.36,712.8,715.68,707.04,709.92,712.8,711.36,707.04,714.24,743.04,756,675.36,678.24,691.2,684,681.12,681.12,686.88,689.76,692.64,695.52,691.2,694.08,689.76,695.52,695.52,691.2,698.4,704.16,699.84,699.84,705.6,699.84,695.52,707.04,694.08,699.84,701.28,698.4,702.72,698.4,699.84,707.04,708.48,699.84,695.52,702.72,702.72,698.4,704.16,707.04,699.84,704.16,702.72,701.28,699.84,704.16,695.52,696.96,692.64,702.72,682.56,673.92,679.68,671.04,672.48,672.48,669.6,668.16,665.28,668.16,665.28,663.84,666.72,659.52,660.96,665.28,652.32,653.76,658.08,669.6
17-Mar-2019,66504.96,663.84,676.8,662.4,672.48,671.04,681.12,675.36,673.92,669.6,672.48,669.6,669.6,665.28,668.16,673.92,668.16,675.36,665.28,663.84,663.84,662.4,669.6,662.4,668.16,666.72,672.48,662.4,676.8,689.76,695.52,694.08,688.32,692.64,686.88,707.04,698.4,705.6,696.96,695.52,695.52,695.52,704.16,694.08,694.08,709.92,699.84,701.28,705.6,699.84,715.68,709.92,709.92,714.24,704.16,704.16,709.92,709.92,705.6,714.24,717.12,711.36,714.24,721.44,714.24,717.12,715.68,720,730.08,721.44,715.68,712.8,712.8,711.36,708.48,709.92,715.68,694.08,694.08,695.52,694.08,698.4,692.64,698.4,688.32,694.08,696.96,696.96,694.08,691.2,692.64,696.96,689.76,686.88,676.8,688.32,684
18-Mar-2019,67878.72,668.16,658.08,665.28,665.28,671.04,660.96,671.04,660.96,659.52,650.88,655.2,656.64,659.52,656.64,650.88,650.88,655.2,658.08,655.2,658.08,650.88,653.76,663.84,676.8,681.12,682.56,694.08,681.12,704.16,714.24,722.88,722.88,743.04,754.56,748.8,747.36,758.88,767.52,771.84,780.48,780.48,777.6,776.16,781.92,773.28,770.4,781.92,770.4,776.16,758.88,761.76,761.76,758.88,767.52,761.76,766.08,764.64,766.08,758.88,760.32,761.76,753.12,751.68,764.64,758.88,741.6,750.24,743.04,735.84,731.52,731.52,730.08,699.84,695.52,692.64,695.52,679.68,676.8,678.24,682.56,672.48,668.16,672.48,663.84,659.52,665.28,658.08,662.4,659.52,653.76,659.52,653.76,652.32,652.32,643.68,643.68
19-Mar-2019,67917.6,637.92,643.68,643.68,653.76,653.76,650.88,649.44,649.44,643.68,655.2,652.32,653.76,645.12,653.76,640.8,655.2,645.12,645.12,640.8,653.76,637.92,646.56,663.84,672.48,673.92,673.92,684,673.92,698.4,701.28,714.24,707.04,738.72,734.4,747.36,751.68,748.8,761.76,758.88,768.96,757.44,770.4,781.92,783.36,781.92,770.4,779.04,767.52,761.76,770.4,776.16,756,763.2,776.16,777.6,793.44,792,793.44,789.12,781.92,767.52,757.44,754.56,764.64,763.2,757.44,745.92,750.24,745.92,750.24,741.6,750.24,702.72,708.48,702.72,708.48,689.76,686.88,679.68,679.68,685.44,679.68,676.8,678.24,666.72,675.36,665.28,666.72,672.48,663.84,659.52,663.84,658.08,652.32,649.44,648
20-Mar-2019,68336.64,650.88,652.32,658.08,662.4,665.28,646.56,646.56,652.32,652.32,646.56,653.76,652.32,653.76,646.56,649.44,652.32,648,652.32,659.52,662.4,675.36,669.6,676.8,668.16,672.48,672.48,686.88,682.56,721.44,727.2,728.64,735.84,745.92,754.56,767.52,773.28,774.72,767.52,764.64,773.28,776.16,771.84,771.84,773.28,768.96,770.4,754.56,766.08,763.2,744.48,740.16,748.8,754.56,768.96,758.88,792,796.32,792,781.92,780.48,776.16,773.28,767.52,766.08,758.88,757.44,761.76,753.12,756,750.24,744.48,747.36,714.24,709.92,704.16,698.4,684,695.52,694.08,686.88,695.52,684,688.32,685.44,682.56,673.92,673.92,679.68,672.48,668.16,669.6,666.72,658.08,662.4,649.44,649.44
21-Mar-2019,71009.28,653.76,650.88,659.52,660.96,659.52,648,643.68,643.68,640.8,648,645.12,643.68,652.32,649.44,643.68,646.56,642.24,642.24,642.24,639.36,646.56,653.76,658.08,662.4,676.8,696.96,679.68,676.8,694.08,714.24,718.56,712.8,722.88,725.76,734.4,756,750.24,757.44,757.44,751.68,758.88,781.92,780.48,799.2,816.48,840.96,846.72,848.16,843.84,849.6,845.28,865.44,862.56,869.76,872.64,871.2,861.12,855.36,851.04,851.04,865.44,864,852.48,842.4,838.08,836.64,828,830.88,835.2,835.2,828,833.76,792,792,789.12,783.36,774.72,780.48,794.88,741.6,699.84,692.64,686.88,684,685.44,665.28,675.36,675.36,666.72,663.84,673.92,673.92,663.84,662.4,665.28,662.4
22-Mar-2019,69605.28,653.76,649.44,650.88,656.64,653.76,662.4,663.84,663.84,665.28,669.6,707.04,735.84,725.76,725.76,728.64,720,720,698.4,656.64,665.28,669.6,678.24,688.32,698.4,712.8,696.96,725.76,705.6,724.32,744.48,735.84,741.6,743.04,757.44,745.92,767.52,763.2,758.88,758.88,760.32,768.96,771.84,768.96,784.8,783.36,797.76,816.48,816.48,822.24,792,787.68,803.52,830.88,825.12,787.68,773.28,770.4,774.72,776.16,777.6,767.52,770.4,758.88,767.52,770.4,757.44,757.44,750.24,754.56,745.92,747.36,747.36,721.44,711.36,711.36,707.04,698.4,695.52,696.96,688.32,688.32,681.12,685.44,679.68,681.12,678.24,675.36,678.24,678.24,668.16,675.36,682.56,671.04,662.4,663.84,650.88
23-Mar-2019,68764.32,679.68,689.76,695.52,698.4,699.84,694.08,686.88,689.76,689.76,694.08,691.2,688.32,689.76,696.96,691.2,694.08,695.52,694.08,695.52,689.76,698.4,696.96,702.72,701.28,699.84,699.84,699.84,696.96,720,720,724.32,722.88,728.64,725.76,731.52,732.96,738.72,735.84,740.16,730.08,743.04,748.8,747.36,748.8,743.04,753.12,745.92,748.8,761.76,740.16,731.52,735.84,731.52,735.84,732.96,745.92,740.16,735.84,732.96,745.92,754.56,750.24,744.48,735.84,725.76,727.2,724.32,725.76,728.64,721.44,728.64,724.32,717.12,725.76,722.88,721.44,711.36,705.6,714.24,704.16,707.04,704.16,709.92,712.8,707.04,704.16,709.92,704.16,708.48,702.72,699.84,695.52,688.32,686.88,688.32,681.12
24-Mar-2019,70518.24,685.44,686.88,689.76,689.76,691.2,694.08,695.52,691.2,689.76,689.76,689.76,692.64,695.52,695.52,691.2,691.2,694.08,692.64,691.2,689.76,694.08,694.08,704.16,705.6,711.36,712.8,720,709.92,728.64,730.08,727.2,727.2,727.2,730.08,732.96,735.84,731.52,730.08,730.08,727.2,735.84,721.44,721.44,721.44,721.44,721.44,711.36,717.12,715.68,718.56,720,720,730.08,727.2,730.08,734.4,724.32,737.28,740.16,758.88,786.24,790.56,781.92,781.92,794.88,786.24,787.68,789.12,792,786.24,786.24,793.44,793.44,794.88,786.24,792,770.4,767.52,774.72,773.28,774.72,768.96,761.76,758.88,761.76,753.12,751.68,747.36,753.12,761.76,754.56,745.92,743.04,737.28,732.96,737.28
25-Mar-2019,69026.4,708.48,720,724.32,731.52,734.4,663.84,660.96,665.28,659.52,660.96,660.96,666.72,659.52,668.16,669.6,671.04,672.48,668.16,673.92,666.72,673.92,676.8,689.76,691.2,696.96,692.64,684,685.44,704.16,708.48,711.36,714.24,734.4,743.04,744.48,757.44,761.76,760.32,789.12,799.2,790.56,771.84,770.4,779.04,786.24,779.04,780.48,771.84,763.2,767.52,754.56,758.88,774.72,783.36,787.68,763.2,771.84,773.28,764.64,756,758.88,766.08,770.4,766.08,763.2,754.56,754.56,750.24,750.24,758.88,750.24,758.88,717.12,720,712.8,714.24,702.72,714.24,696.96,689.76,691.2,695.52,688.32,686.88,678.24,673.92,675.36,676.8,665.28,666.72,665.28,665.28,660.96,665.28,660.96,666.72
26-Mar-2019,69076.8,659.52,660.96,658.08,662.4,668.16,666.72,676.8,669.6,676.8,672.48,676.8,669.6,675.36,671.04,666.72,669.6,666.72,666.72,673.92,671.04,679.68,682.56,694.08,692.64,709.92,705.6,708.48,699.84,721.44,740.16,748.8,748.8,758.88,784.8,763.2,743.04,730.08,753.12,764.64,740.16,750.24,747.36,767.52,781.92,776.16,794.88,793.44,783.36,783.36,780.48,784.8,790.56,789.12,787.68,799.2,787.68,794.88,787.68,793.44,793.44,783.36,784.8,780.48,777.6,776.16,770.4,780.48,768.96,767.52,763.2,758.88,758.88,728.64,720,722.88,704.16,696.96,691.2,686.88,685.44,679.68,678.24,671.04,666.72,669.6,663.84,655.2,665.28,656.64,645.12,653.76,650.88,653.76,646.56,649.44,648
27-Mar-2019,69099.84,652.32,653.76,655.2,658.08,663.84,658.08,662.4,666.72,662.4,659.52,660.96,662.4,656.64,655.2,662.4,659.52,656.64,656.64,659.52,671.04,663.84,665.28,684,686.88,691.2,692.64,701.28,695.52,728.64,721.44,718.56,722.88,740.16,753.12,745.92,767.52,783.36,793.44,799.2,809.28,813.6,819.36,799.2,802.08,789.12,794.88,796.32,786.24,799.2,799.2,784.8,789.12,783.36,790.56,789.12,787.68,792,783.36,799.2,787.68,757.44,760.32,767.52,758.88,758.88,751.68,756,754.56,748.8,738.72,744.48,741.6,708.48,705.6,709.92,708.48,694.08,692.64,694.08,689.76,689.76,689.76,685.44,692.64,682.56,673.92,681.12,679.68,676.8,671.04,669.6,669.6,663.84,668.16,659.52,660.96
28-Mar-2019,68685.12,666.72,663.84,660.96,662.4,666.72,663.84,659.52,665.28,660.96,652.32,656.64,656.64,671.04,656.64,650.88,649.44,656.64,656.64,655.2,652.32,660.96,669.6,675.36,681.12,689.76,722.88,696.96,691.2,709.92,721.44,722.88,724.32,745.92,761.76,744.48,750.24,757.44,758.88,766.08,771.84,761.76,764.64,758.88,756,758.88,768.96,770.4,760.32,757.44,756,760.32,761.76,757.44,757.44,768.96,766.08,763.2,744.48,754.56,758.88,734.4,750.24,756,748.8,754.56,735.84,768.96,773.28,771.84,768.96,767.52,771.84,734.4,721.44,725.76,728.64,707.04,712.8,715.68,722.88,709.92,701.28,699.84,698.4,695.52,694.08,696.96,699.84,692.64,685.44,684,679.68,675.36,668.16,665.28,653.76
29-Mar-2019,73373.76,668.16,665.28,676.8,698.4,750.24,722.88,695.52,685.44,705.6,698.4,699.84,685.44,691.2,685.44,691.2,694.08,715.68,731.52,682.56,682.56,692.64,698.4,728.64,702.72,708.48,704.16,699.84,694.08,718.56,725.76,737.28,741.6,763.2,770.4,787.68,807.84,792,797.76,796.32,800.64,799.2,813.6,853.92,858.24,828,829.44,833.76,838.08,822.24,843.84,852.48,843.84,845.28,849.6,840.96,828,830.88,828,835.2,842.4,835.2,830.88,836.64,832.32,832.32,840.96,825.12,825.12,826.56,820.8,822.24,828,790.56,780.48,777.6,783.36,768.96,761.76,768.96,761.76,761.76,751.68,750.24,750.24,740.16,740.16,732.96,731.52,732.96,730.08,718.56,717.12,718.56,715.68,711.36,709.92
30-Mar-2019,74072.16,738.72,743.04,738.72,741.6,737.28,741.6,738.72,740.16,738.72,732.96,732.96,731.52,731.52,721.44,727.2,720,728.64,721.44,718.56,715.68,735.84,732.96,731.52,738.72,751.68,741.6,738.72,741.6,768.96,773.28,767.52,758.88,777.6,783.36,783.36,793.44,802.08,799.2,789.12,780.48,780.48,794.88,794.88,789.12,804.96,803.52,784.8,800.64,800.64,800.64,803.52,806.4,807.84,806.4,803.52,806.4,804.96,813.6,812.16,820.8,823.68,810.72,812.16,817.92,812.16,809.28,807.84,807.84,810.72,810.72,800.64,802.08,793.44,790.56,794.88,804.96,783.36,777.6,779.04,786.24,774.72,779.04,773.28,773.28,756,750.24,761.76,760.32,761.76,751.68,743.04,741.6,737.28,734.4,731.52,735.84
31-Mar-2019,71483.04,730.08,727.2,721.44,712.8,718.56,732.96,722.88,725.76,722.88,724.32,720,715.68,714.24,715.68,717.12,717.12,715.68,711.36,718.56,720,721.44,730.08,732.96,735.84,732.96,731.52,727.2,734.4,748.8,750.24,753.12,751.68,754.56,757.44,754.56,768.96,766.08,761.76,764.64,776.16,780.48,784.8,783.36,787.68,802.08,799.2,793.44,792,796.32,794.88,802.08,800.64,806.4,804.96,797.76,792,784.8,792,792,781.92,774.72,771.84,776.16,774.72,773.28,771.84,777.6,771.84,779.04,773.28,779.04,803.52,804.96,793.44,730.08,725.76,704.16,708.48,709.92,707.04,701.28,699.84,694.08,694.08,698.4,686.88,691.2,692.64,698.4,689.76,688.32,684,686.88,678.24,679.68,681.12
01-Apr-2019,68359.68,648,652.32,658.08,658.08,658.08,658.08,658.08,658.08,655.2,653.76,652.32,650.88,650.88,652.32,648,653.76,652.32,656.64,649.44,649.44,663.84,665.28,678.24,672.48,681.12,694.08,688.32,686.88,712.8,720,724.32,731.52,740.16,745.92,748.8,757.44,758.88,761.76,761.76,761.76,757.44,757.44,754.56,774.72,768.96,764.64,763.2,757.44,758.88,757.44,756,757.44,757.44,764.64,761.76,750.24,783.36,786.24,784.8,773.28,781.92,777.6,777.6,766.08,768.96,768.96,768.96,763.2,754.56,757.44,753.12,760.32,720,721.44,717.12,721.44,698.4,698.4,692.64,698.4,694.08,696.96,685.44,688.32,678.24,679.68,675.36,681.12,673.92,662.4,668.16,660.96,662.4,658.08,659.52,649.44
